,Unnamed: 0.1,date,range_numeric,floor_area_sqm,lease_commence_date,remaining_lease,resale_price,monthly_median_price,lag_1,lag_2,lag_3,rolling_mean_3,rolling_std_3
902,902,2001-08-01,0.0610264913104613,0.7184602031295791,1975,0.0761528506579149,41000.0,41000.0,41000.0,41000.0,41000.0,40666.666666666664,6506.4070986475035
909,909,2001-10-01,-1.1784796725877336,-2.2885138099686597,1969,-0.7176951681367947,37000.0,37000.0,37000.0,37000.0,37000.0,39333.333333333336,2516.611478423039
910,910,2001-10-01,0.0610264913104613,-1.2861891389359132,1969,-0.7176951681367947,34000.0,37000.0,37000.0,37000.0,37000.0,36666.666666666664,2516.6114784230226
911,911,2001-10-01,-0.5587265906386362,-1.2861891389359132,1969,-0.7176951681367947,37000.0,37000.0,37000.0,37000.0,37000.0,36000.0,1732.0508075680566
912,912,2001-10-01,-0.5587265906386362,0.7184602031295791,1975,0.0761528506579149,34000.0,37000.0,37000.0,37000.0,37000.0,35000.0,1732.0508075680493
916,916,2001-11-01,0.6807795732595588,-1.2861891389359132,1969,-0.7176951681367947,42000.0,40000.0,40000.0,40000.0,40000.0,41666.666666666664,1527.525231651071
917,917,2001-11-01,0.0610264913104613,-1.2861891389359132,1969,-0.7176951681367947,40000.0,40000.0,40000.0,40000.0,40000.0,40666.666666666664,1154.7005383780804
918,918,2001-11-01,-1.1784796725877336,-2.2885138099686597,1969,-0.7176951681367947,45000.0,40000.0,40000.0,40000.0,40000.0,42333.333333333336,2516.6114784230563
919,919,2001-11-01,-1.1784796725877336,-1.2861891389359132,1969,-0.7176951681367947,28000.0,40000.0,40000.0,40000.0,40000.0,37666.666666666664,8736.894948053945
920,920,2001-11-01,-1.1784796725877336,0.7184602031295791,1975,0.0761528506579149,40000.0,40000.0,40000.0,40000.0,40000.0,37666.666666666664,8736.894948053945
921,921,2001-11-01,0.0610264913104613,0.7184602031295791,1975,0.0761528506579149,37000.0,40000.0,40000.0,40000.0,40000.0,35000.0,6244.9979983981675
925,925,2001-12-01,0.6807795732595588,0.7184602031295791,1975,0.0761528506579149,53500.0,43500.0,43500.0,43500.0,43500.0,44500.0,8046.7384697153775
929,929,2002-01-01,-0.5587265906386362,0.7184602031295791,1975,-0.0561551524745366,38000.0,38000.0,38000.0,38000.0,38000.0,39000.0,1732.0508075680714
930,930,2002-01-01,-0.5587265906386362,-1.2861891389359132,1969,-0.8500031712692463,44000.0,38000.0,38000.0,38000.0,38000.0,40000.0,3464.101615137355
934,934,2002-02-01,0.0610264913104613,0.7184602031295791,1975,-0.0561551524745366,54000.0,46000.0,46000.0,46000.0,46000.0,47666.666666666664,10115.993936995554
935,935,2002-02-01,0.6807795732595588,0.7184602031295791,1975,-0.0561551524745366,44000.0,46000.0,46000.0,46000.0,46000.0,44666.666666666664,9018.499505645645
936,936,2002-02-01,0.0610264913104613,0.7184602031295791,1975,-0.0561551524745366,46000.0,46000.0,46000.0,46000.0,46000.0,48000.0,5291.502622128945
940,940,2002-03-01,0.0610264913104613,-1.2861891389359132,1969,-0.8500031712692463,37000.0,43500.0,43500.0,43500.0,43500.0,36666.666666666664,7505.553499464949
941,941,2002-03-01,-0.5587265906386362,0.7184602031295791,1975,-0.0561551524745366,46000.0,43500.0,43500.0,43500.0,43500.0,37333.333333333336,8504.90054811522
942,942,2002-03-01,0.6807795732595588,0.7184602031295791,1975,-0.0561551524745366,43000.0,43500.0,43500.0,43500.0,43500.0,42000.0,4582.575694955555
946,946,2002-04-01,0.0610264913104613,0.7184602031295791,1975,-0.0561551524745366,52000.0,45000.0,45000.0,45000.0,45000.0,47333.333333333336,6429.100507328444
952,952,2002-06-01,0.6807795732595588,0.7184602031295791,1975,-0.0561551524745366,54500.0,40750.0,40750.0,40750.0,40750.0,41500.0,11434.596626029155
956,956,2002-07-01,0.0610264913104613,-1.2861891389359132,1969,-0.8500031712692463,41000.0,42750.0,42750.0,42750.0,42750.0,43000.0,6244.997998398188
957,957,2002-07-01,0.0610264913104613,0.7184602031295791,1975,-0.0561551524745366,44500.0,42750.0,42750.0,42750.0,42750.0,41166.666666666664,3253.2035493234475
958,958,2002-07-01,-1.1784796725877336,-2.2885138099686597,1969,-0.8500031712692463,47000.0,42750.0,42750.0,42750.0,42750.0,44166.666666666664,3013.8568866704277
965,965,2002-10-01,-1.1784796725877336,-1.2861891389359132,1969,-0.8500031712692463,41000.0,43000.0,43000.0,43000.0,43000.0,42666.666666666664,3785.9388971998396
966,966,2002-10-01,-0.5587265906386362,0.7184602031295791,1975,-0.0561551524745366,42000.0,43000.0,43000.0,43000.0,43000.0,41000.0,999.9999999986774
967,967,2002-10-01,0.0610264913104613,0.7184602031295791,1975,-0.0561551524745366,57500.0,43000.0,43000.0,43000.0,43000.0,46833.333333333336,9251.126057585145
968,968,2002-10-01,-0.5587265906386362,0.7184602031295791,1975,-0.0561551524745366,48000.0,43000.0,43000.0,43000.0,43000.0,49166.666666666664,7815.58272512875
969,969,2002-10-01,-0.5587265906386362,0.7184602031295791,1975,-0.0561551524745366,43000.0,43000.0,43000.0,43000.0,43000.0,49500.0,7365.459931327957
970,970,2002-10-01,0.6807795732595588,0.7184602031295791,1975,-0.0561551524745366,52500.0,43000.0,43000.0,43000.0,43000.0,47833.333333333336,4752.192476460832
974,974,2002-11-01,0.6807795732595588,0.7184602031295791,1975,-0.0561551524745366,47000.0,49000.0,49000.0,49000.0,49000.0,48666.666666666664,1527.5252316511753
975,975,2002-11-01,-0.5587265906386362,0.7184602031295791,1975,-0.0561551524745366,55500.0,49000.0,49000.0,49000.0,49000.0,50500.0,4444.097208657534
979,979,2002-12-01,-1.1784796725877336,0.7184602031295791,1975,-0.0561551524745366,48000.0,46000.0,46000.0,46000.0,46000.0,47333.333333333336,7023.769168568321
980,980,2002-12-01,-0.5587265906386362,0.7184602031295791,1975,-0.0561551524745366,43000.0,46000.0,46000.0,46000.0,46000.0,43666.666666666664,4041.451884327067
984,984,2003-01-01,0.0610264913104613,0.7184602031295791,1975,-0.1884631556069883,43000.0,44500.0,44500.0,44500.0,44500.0,51333.333333333336,11930.353445448758
991,991,2003-03-01,0.0610264913104613,-1.2861891389359132,1969,-0.982311174401698,55000.0,43000.0,43000.0,43000.0,43000.0,45833.333333333336,8129.165598837982
992,992,2003-03-01,-1.1784796725877336,-1.2861891389359132,1969,-0.982311174401698,58000.0,43000.0,43000.0,43000.0,43000.0,50833.333333333336,9928.914005737539
996,996,2003-04-01,-0.5587265906386362,0.7184602031295791,1975,-0.1884631556069883,55000.0,46500.0,46500.0,46500.0,46500.0,47666.666666666664,6658.328118479213
1000,1000,2003-05-01,0.0610264913104613,0.7184602031295791,1975,-0.1884631556069883,65000.0,50500.0,50500.0,50500.0,50500.0,53000.0,10816.653826391865
1008,1008,2003-08-01,-0.5587265906386362,0.7184602031295791,1975,-0.1884631556069883,63000.0,59000.0,59000.0,59000.0,59000.0,58000.0,5567.764362829832
1009,1009,2003-08-01,-0.5587265906386362,0.7184602031295791,1975,-0.1884631556069883,52000.0,59000.0,59000.0,59000.0,59000.0,55666.666666666664,6350.852961085711
1013,1013,2003-09-01,-0.5587265906386362,0.7184602031295791,1975,-0.1884631556069883,63000.0,62500.0,62500.0,62500.0,62500.0,61000.0,2645.7513110642058
1017,1017,2003-10-01,0.6807795732595588,0.7184602031295791,1975,-0.1884631556069883,80000.0,63500.0,63500.0,63500.0,63500.0,66666.66666666667,12583.057392117842
1021,1021,2003-11-01,-1.1784796725877336,0.7184602031295791,1975,-0.1884631556069883,55000.0,59000.0,59000.0,59000.0,59000.0,58666.666666666664,4041.4518843271208
1050,1050,2005-03-01,-0.5587265906386362,0.7184602031295791,1975,-0.4530791618718915,70000.0,71000.0,71000.0,71000.0,71000.0,70333.33333333333,15502.68793897792
1054,1054,2005-04-01,0.0610264913104613,0.7184602031295791,1975,-0.4530791618718915,77000.0,71000.0,71000.0,71000.0,71000.0,74000.0,7937.253933193646
1073,1073,2006-02-01,0.0610264913104613,0.7184602031295791,1975,-0.5853871650043431,85000.0,69750.0,69750.0,69750.0,69750.0,74833.33333333333,9385.272150200608
1077,1077,2006-03-01,-0.5587265906386362,0.7184602031295791,1975,-0.5853871650043431,80000.0,85000.0,85000.0,85000.0,85000.0,84666.66666666667,5033.222956846895
1109,1109,2008-01-01,-0.5587265906386362,0.7184602031295791,1975,-0.8500031712692463,98000.0,106500.0,106500.0,106500.0,106500.0,119333.33333333333,18475.208614067902
1110,1110,2008-01-01,-0.5587265906386362,0.7184602031295791,1975,-0.8500031712692463,98000.0,106500.0,106500.0,106500.0,106500.0,108666.66666666667,18475.20861406792
1111,1111,2008-01-01,-1.1784796725877336,0.7184602031295791,1975,-0.8500031712692463,90000.0,106500.0,106500.0,106500.0,106500.0,95333.33333333333,4618.802153516676
1120,1120,2008-06-01,0.6807795732595588,0.7184602031295791,1975,-0.8500031712692463,140000.0,132000.0,132000.0,132000.0,132000.0,126000.0,12767.145334803532
1121,1121,2008-06-01,0.0610264913104613,0.7184602031295791,1975,-0.8500031712692463,132000.0,132000.0,132000.0,132000.0,132000.0,131666.66666666666,8504.900548115107
1136,1136,2009-08-01,0.0610264913104613,0.7184602031295791,1975,-0.982311174401698,155000.0,152500.0,152500.0,152500.0,152500.0,154933.33333333334,4900.3401242493355
1162,1162,2010-12-01,0.0610264913104613,0.7184602031295791,1975,-1.1146191775341494,216000.0,198000.0,198000.0,198000.0,198000.0,204000.0,10392.304845413011
1163,1163,2010-12-01,0.0610264913104613,0.7184602031295791,1975,-1.1146191775341494,197000.0,198000.0,198000.0,198000.0,198000.0,203666.66666666666,10692.676621563378
1177,1177,2011-09-01,-1.1784796725877336,0.7184602031295791,1975,-1.2469271806666011,195000.0,230250.0,230250.0,230250.0,230250.0,219000.0,20808.65204668469
1186,1186,2012-07-01,-1.1784796725877336,0.7184602031295791,1975,-1.3792351837990526,225000.0,230000.0,230000.0,230000.0,230000.0,228333.33333333334,4163.33199893159
1193,1193,2012-09-01,-1.1784796725877336,0.7184602031295791,1975,-1.3792351837990526,240000.0,235500.0,235500.0,235500.0,235500.0,231166.66666666666,13604.533558094809
1215,1215,2014-10-01,0.0610264913104613,0.7184602031295791,1975,-1.643851190063956,195000.0,209000.0,209000.0,209000.0,209000.0,204333.33333333334,12096.83154108245
1221,1221,2014-12-01,0.0610264913104613,0.7184602031295791,1975,-1.643851190063956,225000.0,226500.0,226500.0,226500.0,226500.0,217666.66666666666,15373.136743466746
